Date,Open,High,Low,Close,Adj Close,Volume
2010-09-15,66.120003,66.120003,66.120003,65.169998,65.169998,1
2010-09-16,65.169998,65.169998,65.169998,65.169998,65.169998,0
2010-09-17,65.169998,65.169998,65.169998,65.169998,65.169998,0
2010-09-20,65.169998,65.169998,65.169998,65.169998,65.169998,0
2010-09-21,65.169998,65.169998,65.169998,65.169998,65.169998,0
2010-09-22,65.169998,65.169998,65.169998,65.169998,65.169998,0
2010-09-23,65.169998,65.169998,65.169998,65.169998,65.169998,0
2010-09-24,65.169998,65.169998,65.169998,65.169998,65.169998,0
2010-09-27,65.169998,65.169998,65.169998,65.169998,65.169998,0
2010-09-28,65.169998,65.169998,65.169998,65.169998,65.169998,0
2010-09-29,65.169998,65.169998,65.169998,65.169998,65.169998,0
2010-09-30,65.169998,65.169998,65.169998,65.169998,65.169998,0
2010-10-01,65.169998,65.169998,65.169998,65.169998,65.169998,0
2010-10-04,66.510002,66.510002,66.510002,65.660004,65.660004,98
2010-10-05,66.309998,66.309998,66.309998,66.830002,66.830002,2588
2010-10-06,66.830002,66.830002,66.830002,66.830002,66.830002,0
2010-10-07,66.830002,66.830002,66.830002,66.830002,66.830002,0
2010-10-08,66.830002,66.830002,66.830002,66.830002,66.830002,0
2010-10-11,67.400002,67.400002,67.400002,67.410004,67.410004,98
2010-10-12,67.250000,67.389999,67.250000,67.940002,67.940002,4521
2010-10-13,68.500000,68.699997,68.489998,68.680000,68.680000,2047
2010-10-14,68.050003,68.099998,68.010002,67.870003,67.870003,76
2010-10-15,68.129997,68.150002,68.129997,68.519997,68.519997,9009
2010-10-18,68.519997,68.519997,68.519997,68.519997,68.519997,0
2010-10-19,68.519997,68.519997,68.519997,68.519997,68.519997,0
2010-10-20,68.519997,68.519997,68.519997,68.519997,68.519997,0
2010-10-21,70.489998,70.489998,70.400002,70.290001,70.290001,92
2010-10-22,70.290001,70.290001,70.290001,70.290001,70.290001,0
2010-10-25,71.000000,71.150002,71.000000,71.019997,71.019997,42
2010-10-26,71.019997,71.019997,71.019997,71.019997,71.019997,0
2010-10-27,70.290001,70.290001,70.230003,70.500000,70.500000,16
2010-10-28,70.320000,70.320000,70.309998,70.150002,70.150002,14
2010-10-29,70.680000,70.680000,70.680000,70.129997,70.129997,2
2010-11-01,70.129997,70.129997,70.129997,70.129997,70.129997,0
2010-11-02,70.129997,70.129997,70.129997,70.129997,70.129997,0
2010-11-03,70.580002,70.580002,70.300003,70.250000,70.250000,3561
2010-11-04,70.250000,70.250000,70.250000,70.250000,70.250000,0
2010-11-05,71.199997,71.410004,71.070000,71.029999,71.029999,9271
2010-11-08,71.029999,71.029999,71.029999,71.029999,71.029999,0
2010-11-09,71.870003,71.870003,71.870003,71.970001,71.970001,40
2010-11-10,71.400002,71.489998,71.400002,71.410004,71.410004,52
2010-11-11,70.779999,70.779999,70.379997,70.669998,70.669998,6040
2010-11-12,71.150002,71.180000,70.660004,70.209999,70.209999,5755
2010-11-15,70.529999,70.529999,70.320000,70.260002,70.260002,104
